"","RG025","RG026","RG027","RG029","RG031","RG032","RG033","RG034","RG037","RG038","RG043","RG045","RG048","RG049","RG050","YBH039","YBH041","YBH051","YBH052","YBH053","YBH055","YBH056"
"Otu286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,43,0,8,35
"Otu410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22
"Otu324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,8,0,5,22
"Otu536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0
"Otu684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,41,7,0,0,11
"Otu788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,27,0,8,10
"Otu906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,166,42,0,4,284
"Otu829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,18,4,0,1,33
"Otu318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,184,299,0,34,360
"Otu578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,41,0,2,25
"Otu759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,8
"Otu300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,1
"Otu508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Otu832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,0,0,0
"Otu900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,20
"Otu482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0
"Otu532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2
"Otu628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,136,409,0,38,107
"Otu863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,95,65,0,19,35
"Otu820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,29,0,5,10
"Otu623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,39,30
"Otu172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,52,41,0,33,48
"Otu356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,4,3,11,5
"Otu180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,54,52,17,56,27
"Otu489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,9
"Otu550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,0,0
"Otu383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,52,94,29,80,31
"Otu384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,16,2
"Otu554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,16,0,0,5
"Otu889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,25
"Otu594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,178,185,0,23,246
"Otu878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,13
"Otu599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,0,1,13
"Otu843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2
"Otu507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,35,0,1,23
"Otu659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,35
"Otu726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,21,0,0,20
"Otu716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0
"Otu725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4
"Otu909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,28,0,1,18
"Otu812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,31,0,0,2,3
"Otu816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,8
"Otu873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,66,0,15,134
"Otu777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"Otu148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,137,13,0,20,91
"Otu720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,151,51,0,13,68
"Otu227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5,0,93,13
"Otu654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,149,0,5,34
"Otu16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9666,0,0,0,0,0
"Otu313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,354,29,1499,15,0
"Otu561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"Otu780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0
"Otu859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"Otu681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0
"Otu397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,1
"Otu782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,40,12,42,14
"Otu679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"Otu395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,3,8,1
"Otu717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0
"Otu905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Otu870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0
"Otu618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,3,0
"Otu376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,2,5,5
"Otu402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,4,3,4
"Otu762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"Otu362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,2,13,3
"Otu823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"Otu375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,5
"Otu315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,0,14,5
"Otu895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Otu187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,50,6,12,25
"Otu440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,4,1
"Otu462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,1,0
"Otu563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0
"Otu441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,7,3
"Otu911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1
"Otu864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,2,1
"Otu930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"Otu672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,3,0
"Otu585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0
"Otu453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,4,3
"Otu861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,9,0,5,4
"Otu298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
"Otu470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"Otu847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68,0,4,13
"Otu539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2
"Otu444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0
"Otu466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,0,33,89
"Otu858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,1,31
"Otu901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,4,21
"Otu713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,34
"Otu524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
"Otu475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"Otu698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,4
"Otu521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"Otu851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,6,16
"Otu467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"Otu428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"Otu529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0
"Otu693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0
"Otu883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"Otu893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,9
"Otu779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Otu630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,11
"Otu845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,2
"Otu621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
"Otu655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
"Otu689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"Otu775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2
"Otu651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,1
"Otu493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3
"Otu760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,1,4
"Otu817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Otu876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,1
"Otu512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0
"Otu783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Otu798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5
"Otu557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1
"Otu740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
"Otu848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,5
"Otu645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,8
"Otu708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
"Otu523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Otu707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
"Otu449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"Otu575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,2,12
"Otu766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"Otu723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"Otu501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1
"Otu633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,5,18
"Otu852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Otu279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,0,4,19
"Otu914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,2
"Otu737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,1
"Otu638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Otu484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,9
"Otu553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Otu721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,6,38
"Otu576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"Otu487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0
"Otu790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,2
"Otu925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Otu615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
"Otu711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3
"Otu875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,2
"Otu828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5
"Otu605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6
"Otu877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0
"Otu636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"Otu871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
"Otu579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
"Otu888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"Otu849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1
"Otu910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"Otu622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
"Otu769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Otu368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
"Otu703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4
"Otu596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,0
"Otu616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"Otu685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0
"Otu486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Otu658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Otu683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Otu573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,28
"Otu551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"Otu806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Otu691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
"Otu690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"Otu712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,25
"Otu754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"Otu753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"Otu902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
"Otu728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"Otu879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3
"Otu657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Otu601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Otu724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
"Otu744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Otu646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Otu661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1
"Otu688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
