,RGnumSampled,variable,value,Location
24553,72900,usearch.RG048,60.505,Governors Island
24554,73000,usearch.RG048,60.515,Governors Island
24555,73100,usearch.RG048,60.523,Governors Island
24556,73200,usearch.RG048,60.534,Governors Island
24557,73300,usearch.RG048,60.545,Governors Island
24558,73400,usearch.RG048,60.55,Governors Island
24559,73500,usearch.RG048,60.559,Governors Island
24560,73600,usearch.RG048,60.567,Governors Island
24561,73700,usearch.RG048,60.579,Governors Island
24562,73800,usearch.RG048,60.591,Governors Island
24563,73900,usearch.RG048,60.593,Governors Island
24564,74000,usearch.RG048,60.604,Governors Island
24565,74100,usearch.RG048,60.613,Governors Island
24566,74200,usearch.RG048,60.615,Governors Island
24567,74300,usearch.RG048,60.621,Governors Island
24568,74400,usearch.RG048,60.629,Governors Island
24569,74500,usearch.RG048,60.638,Governors Island
24570,74600,usearch.RG048,60.641,Governors Island
24571,74700,usearch.RG048,60.646,Governors Island
24572,74800,usearch.RG048,60.653,Governors Island
24573,74900,usearch.RG048,60.658,Governors Island
24574,75000,usearch.RG048,60.668,Governors Island
24575,75100,usearch.RG048,60.674,Governors Island
24576,75200,usearch.RG048,60.683,Governors Island
24577,75300,usearch.RG048,60.689,Governors Island
24578,75400,usearch.RG048,60.691,Governors Island
24579,75500,usearch.RG048,60.696,Governors Island
24580,75600,usearch.RG048,60.701,Governors Island
24581,75700,usearch.RG048,60.706,Governors Island
24582,75800,usearch.RG048,60.712,Governors Island
24583,75900,usearch.RG048,60.723,Governors Island
24584,76000,usearch.RG048,60.729,Governors Island
24585,76100,usearch.RG048,60.738,Governors Island
24586,76200,usearch.RG048,60.746,Governors Island
24587,76300,usearch.RG048,60.753,Governors Island
24588,76400,usearch.RG048,60.759,Governors Island
24589,76500,usearch.RG048,60.765,Governors Island
24590,76600,usearch.RG048,60.775,Governors Island
24591,76700,usearch.RG048,60.784,Governors Island
24592,76800,usearch.RG048,60.793,Governors Island
24593,76900,usearch.RG048,60.796,Governors Island
24594,77000,usearch.RG048,60.806,Governors Island
24595,77100,usearch.RG048,60.81,Governors Island
24596,77200,usearch.RG048,60.82,Governors Island
24597,77300,usearch.RG048,60.834,Governors Island
24598,77400,usearch.RG048,60.838,Governors Island
24599,77500,usearch.RG048,60.848,Governors Island
24600,77600,usearch.RG048,60.853,Governors Island
24601,77700,usearch.RG048,60.863,Governors Island
24602,77800,usearch.RG048,60.867,Governors Island
24603,77900,usearch.RG048,60.874,Governors Island
24604,78000,usearch.RG048,60.881,Governors Island
24605,78100,usearch.RG048,60.888,Governors Island
24606,78200,usearch.RG048,60.898,Governors Island
24607,78300,usearch.RG048,60.905,Governors Island
24608,78400,usearch.RG048,60.909,Governors Island
24609,78500,usearch.RG048,60.915,Governors Island
24610,78600,usearch.RG048,60.92,Governors Island
24611,78700,usearch.RG048,60.932,Governors Island
24612,78800,usearch.RG048,60.939,Governors Island
24613,78900,usearch.RG048,60.945,Governors Island
24614,79000,usearch.RG048,60.955,Governors Island
24615,79100,usearch.RG048,60.958,Governors Island
24616,79200,usearch.RG048,60.961,Governors Island
24617,79300,usearch.RG048,60.968,Governors Island
24618,79400,usearch.RG048,60.977,Governors Island
24619,79500,usearch.RG048,60.981,Governors Island
24620,79600,usearch.RG048,60.989,Governors Island
24621,79700,usearch.RG048,60.996,Governors Island
24622,79800,usearch.RG048,61.003,Governors Island
24623,79900,usearch.RG048,61.013,Governors Island
24624,80000,usearch.RG048,61.022,Governors Island
24625,80100,usearch.RG048,61.024,Governors Island
24626,80200,usearch.RG048,61.031,Governors Island
24627,80300,usearch.RG048,61.036,Governors Island
24628,80400,usearch.RG048,61.039,Governors Island
24629,80500,usearch.RG048,61.043,Governors Island
24630,80600,usearch.RG048,61.051,Governors Island
24631,80700,usearch.RG048,61.056,Governors Island
24632,80800,usearch.RG048,61.062,Governors Island
24633,80900,usearch.RG048,61.071,Governors Island
24634,81000,usearch.RG048,61.078,Governors Island
24635,81100,usearch.RG048,61.087,Governors Island
24636,81200,usearch.RG048,61.094,Governors Island
24637,81300,usearch.RG048,61.1,Governors Island
24638,81400,usearch.RG048,61.107,Governors Island
24639,81500,usearch.RG048,61.115,Governors Island
24640,81600,usearch.RG048,61.121,Governors Island
24641,81700,usearch.RG048,61.13,Governors Island
24642,81800,usearch.RG048,61.136,Governors Island
24643,81900,usearch.RG048,61.143,Governors Island
24644,82000,usearch.RG048,61.149,Governors Island
24645,82100,usearch.RG048,61.155,Governors Island
24646,82200,usearch.RG048,61.161,Governors Island
24647,82300,usearch.RG048,61.167,Governors Island
24648,82400,usearch.RG048,61.173,Governors Island
24649,82500,usearch.RG048,61.177,Governors Island
24650,82600,usearch.RG048,61.18,Governors Island
24651,82700,usearch.RG048,61.182,Governors Island
24652,82800,usearch.RG048,61.189,Governors Island
24653,82900,usearch.RG048,61.195,Governors Island
24654,83000,usearch.RG048,61.201,Governors Island
24655,83100,usearch.RG048,61.206,Governors Island
24656,83200,usearch.RG048,61.21,Governors Island
24657,83300,usearch.RG048,61.218,Governors Island
24658,83400,usearch.RG048,61.226,Governors Island
24659,83500,usearch.RG048,61.234,Governors Island
24660,83600,usearch.RG048,61.245,Governors Island
24661,83700,usearch.RG048,61.252,Governors Island
24662,83800,usearch.RG048,61.258,Governors Island
24663,83900,usearch.RG048,61.261,Governors Island
24664,84000,usearch.RG048,61.264,Governors Island
24665,84100,usearch.RG048,61.27,Governors Island
24666,84200,usearch.RG048,61.276,Governors Island
24667,84300,usearch.RG048,61.287,Governors Island
24668,84400,usearch.RG048,61.292,Governors Island
24669,84500,usearch.RG048,61.295,Governors Island
24670,84600,usearch.RG048,61.305,Governors Island
24671,84700,usearch.RG048,61.311,Governors Island
24672,84800,usearch.RG048,61.319,Governors Island
24673,84900,usearch.RG048,61.325,Governors Island
24674,85000,usearch.RG048,61.333,Governors Island
24675,85100,usearch.RG048,61.337,Governors Island
24676,85200,usearch.RG048,61.342,Governors Island
24677,85300,usearch.RG048,61.348,Governors Island
24678,85400,usearch.RG048,61.354,Governors Island
24679,85500,usearch.RG048,61.363,Governors Island
24680,85600,usearch.RG048,61.37,Governors Island
24681,85700,usearch.RG048,61.38,Governors Island
24682,85800,usearch.RG048,61.383,Governors Island
24683,85900,usearch.RG048,61.39,Governors Island
24684,86000,usearch.RG048,61.394,Governors Island
24685,86100,usearch.RG048,61.404,Governors Island
24686,86200,usearch.RG048,61.407,Governors Island
24687,86300,usearch.RG048,61.412,Governors Island
24688,86400,usearch.RG048,61.42,Governors Island
24689,86500,usearch.RG048,61.425,Governors Island
24690,86600,usearch.RG048,61.434,Governors Island
24691,86700,usearch.RG048,61.439,Governors Island
24692,86800,usearch.RG048,61.445,Governors Island
24693,86900,usearch.RG048,61.448,Governors Island
24694,87000,usearch.RG048,61.455,Governors Island
24695,87100,usearch.RG048,61.459,Governors Island
24696,87200,usearch.RG048,61.463,Governors Island
24697,87300,usearch.RG048,61.47,Governors Island
24698,87400,usearch.RG048,61.481,Governors Island
24699,87500,usearch.RG048,61.486,Governors Island
24700,87600,usearch.RG048,61.488,Governors Island
24701,87700,usearch.RG048,61.49,Governors Island
24702,87800,usearch.RG048,61.493,Governors Island
24703,87900,usearch.RG048,61.502,Governors Island
24704,88000,usearch.RG048,61.505,Governors Island
24705,88100,usearch.RG048,61.518,Governors Island
24706,88200,usearch.RG048,61.527,Governors Island
24707,88300,usearch.RG048,61.533,Governors Island
24708,88400,usearch.RG048,61.537,Governors Island
24709,88500,usearch.RG048,61.545,Governors Island
24710,88600,usearch.RG048,61.549,Governors Island
24711,88700,usearch.RG048,61.554,Governors Island
24712,88800,usearch.RG048,61.562,Governors Island
24713,88900,usearch.RG048,61.569,Governors Island
24714,89000,usearch.RG048,61.575,Governors Island
24715,89100,usearch.RG048,61.581,Governors Island
24716,89200,usearch.RG048,61.586,Governors Island
24717,89300,usearch.RG048,61.595,Governors Island
24718,89400,usearch.RG048,61.602,Governors Island
24719,89500,usearch.RG048,61.609,Governors Island
24720,89600,usearch.RG048,61.616,Governors Island
24721,89700,usearch.RG048,61.623,Governors Island
24722,89800,usearch.RG048,61.627,Governors Island
24723,89900,usearch.RG048,61.635,Governors Island
24724,90000,usearch.RG048,61.645,Governors Island
24725,90100,usearch.RG048,61.651,Governors Island
24726,90200,usearch.RG048,61.655,Governors Island
24727,90300,usearch.RG048,61.658,Governors Island
24728,90400,usearch.RG048,61.662,Governors Island
24729,90500,usearch.RG048,61.668,Governors Island
24730,90600,usearch.RG048,61.673,Governors Island
24731,90700,usearch.RG048,61.676,Governors Island
24732,90800,usearch.RG048,61.685,Governors Island
24733,90900,usearch.RG048,61.691,Governors Island
24734,91000,usearch.RG048,61.698,Governors Island
24735,91100,usearch.RG048,61.702,Governors Island
24736,91200,usearch.RG048,61.708,Governors Island
24737,91300,usearch.RG048,61.72,Governors Island
24738,91400,usearch.RG048,61.726,Governors Island
24739,91500,usearch.RG048,61.733,Governors Island
24740,91600,usearch.RG048,61.737,Governors Island
24741,91700,usearch.RG048,61.744,Governors Island
24742,91800,usearch.RG048,61.749,Governors Island
24743,91900,usearch.RG048,61.752,Governors Island
24744,92000,usearch.RG048,61.755,Governors Island
24745,92100,usearch.RG048,61.759,Governors Island
24746,92200,usearch.RG048,61.767,Governors Island
24747,92300,usearch.RG048,61.774,Governors Island
24748,92400,usearch.RG048,61.778,Governors Island
24749,92500,usearch.RG048,61.785,Governors Island
24750,92600,usearch.RG048,61.79,Governors Island
24751,92700,usearch.RG048,61.793,Governors Island
24752,92800,usearch.RG048,61.8,Governors Island
24753,92900,usearch.RG048,61.811,Governors Island
24754,93000,usearch.RG048,61.814,Governors Island
24755,93100,usearch.RG048,61.82,Governors Island
24756,93200,usearch.RG048,61.824,Governors Island
24757,93300,usearch.RG048,61.826,Governors Island
24758,93400,usearch.RG048,61.831,Governors Island
24759,93500,usearch.RG048,61.838,Governors Island
24760,93600,usearch.RG048,61.84,Governors Island
24761,93700,usearch.RG048,61.847,Governors Island
24762,93800,usearch.RG048,61.849,Governors Island
24763,93900,usearch.RG048,61.853,Governors Island
24764,94000,usearch.RG048,61.856,Governors Island
24765,94100,usearch.RG048,61.858,Governors Island
24766,94200,usearch.RG048,61.863,Governors Island
24767,94300,usearch.RG048,61.872,Governors Island
24768,94400,usearch.RG048,61.881,Governors Island
24769,94500,usearch.RG048,61.882,Governors Island
24770,94600,usearch.RG048,61.884,Governors Island
24771,94700,usearch.RG048,61.891,Governors Island
24772,94800,usearch.RG048,61.894,Governors Island
24773,94900,usearch.RG048,61.898,Governors Island
24774,95000,usearch.RG048,61.904,Governors Island
24775,95100,usearch.RG048,61.912,Governors Island
24776,95200,usearch.RG048,61.915,Governors Island
24777,95300,usearch.RG048,61.921,Governors Island
24778,95400,usearch.RG048,61.926,Governors Island
24779,95500,usearch.RG048,61.934,Governors Island
24780,95600,usearch.RG048,61.942,Governors Island
24781,95700,usearch.RG048,61.945,Governors Island
24782,95800,usearch.RG048,61.952,Governors Island
24783,95900,usearch.RG048,61.954,Governors Island
24784,96000,usearch.RG048,61.96,Governors Island
24785,96100,usearch.RG048,61.963,Governors Island
24786,96200,usearch.RG048,61.964,Governors Island
24787,96300,usearch.RG048,61.97,Governors Island
24788,96400,usearch.RG048,61.974,Governors Island
24789,96500,usearch.RG048,61.977,Governors Island
24790,96600,usearch.RG048,61.985,Governors Island
24791,96700,usearch.RG048,61.99,Governors Island
24792,96800,usearch.RG048,61.999,Governors Island
24793,96900,usearch.RG048,62.009,Governors Island
24794,97000,usearch.RG048,62.014,Governors Island
24795,97100,usearch.RG048,62.023,Governors Island
24796,97200,usearch.RG048,62.026,Governors Island
24797,97300,usearch.RG048,62.03,Governors Island
24798,97400,usearch.RG048,62.034,Governors Island
24799,97500,usearch.RG048,62.038,Governors Island
24800,97600,usearch.RG048,62.045,Governors Island
24801,97700,usearch.RG048,62.049,Governors Island
24802,97800,usearch.RG048,62.053,Governors Island
24803,97900,usearch.RG048,62.057,Governors Island
24804,98000,usearch.RG048,62.062,Governors Island
24805,98100,usearch.RG048,62.07,Governors Island
24806,98200,usearch.RG048,62.074,Governors Island
24807,98300,usearch.RG048,62.076,Governors Island
24808,98400,usearch.RG048,62.08,Governors Island
24809,98500,usearch.RG048,62.085,Governors Island
24810,98600,usearch.RG048,62.09,Governors Island
24811,98700,usearch.RG048,62.098,Governors Island
24812,98800,usearch.RG048,62.104,Governors Island
24813,98900,usearch.RG048,62.11,Governors Island
24814,99000,usearch.RG048,62.115,Governors Island
24815,99100,usearch.RG048,62.123,Governors Island
24816,99200,usearch.RG048,62.127,Governors Island
24817,99300,usearch.RG048,62.131,Governors Island
24818,99400,usearch.RG048,62.137,Governors Island
24819,99500,usearch.RG048,62.141,Governors Island
24820,99600,usearch.RG048,62.148,Governors Island
24821,99700,usearch.RG048,62.151,Governors Island
24822,99800,usearch.RG048,62.155,Governors Island
24823,99900,usearch.RG048,62.16,Governors Island
24824,100000,usearch.RG048,62.166,Governors Island
24825,100100,usearch.RG048,62.171,Governors Island
24826,100200,usearch.RG048,62.174,Governors Island
24827,100300,usearch.RG048,62.18,Governors Island
24828,100400,usearch.RG048,62.185,Governors Island
24829,100500,usearch.RG048,62.189,Governors Island
24830,100600,usearch.RG048,62.192,Governors Island
24831,100700,usearch.RG048,62.194,Governors Island
24832,100800,usearch.RG048,62.198,Governors Island
24833,100900,usearch.RG048,62.199,Governors Island
24834,101000,usearch.RG048,62.207,Governors Island
24835,101100,usearch.RG048,62.209,Governors Island
24836,101200,usearch.RG048,62.215,Governors Island
24837,101300,usearch.RG048,62.218,Governors Island
24838,101400,usearch.RG048,62.225,Governors Island
24839,101500,usearch.RG048,62.23,Governors Island
24840,101600,usearch.RG048,62.233,Governors Island
24841,101700,usearch.RG048,62.236,Governors Island
24842,101800,usearch.RG048,62.24,Governors Island
24843,101900,usearch.RG048,62.248,Governors Island
24844,102000,usearch.RG048,62.251,Governors Island
24845,102100,usearch.RG048,62.254,Governors Island
24846,102200,usearch.RG048,62.259,Governors Island
24847,102300,usearch.RG048,62.264,Governors Island
24848,102400,usearch.RG048,62.27,Governors Island
24849,102500,usearch.RG048,62.275,Governors Island
24850,102600,usearch.RG048,62.278,Governors Island
24851,102700,usearch.RG048,62.284,Governors Island
24852,102800,usearch.RG048,62.288,Governors Island
24853,102900,usearch.RG048,62.291,Governors Island
24854,103000,usearch.RG048,62.294,Governors Island
24855,103100,usearch.RG048,62.298,Governors Island
24856,103200,usearch.RG048,62.304,Governors Island
24857,103300,usearch.RG048,62.308,Governors Island
24858,103400,usearch.RG048,62.314,Governors Island
24859,103500,usearch.RG048,62.319,Governors Island
24860,103600,usearch.RG048,62.323,Governors Island
24861,103700,usearch.RG048,62.327,Governors Island
24862,103800,usearch.RG048,62.331,Governors Island
24863,103900,usearch.RG048,62.334,Governors Island
24864,104000,usearch.RG048,62.334,Governors Island
24865,104100,usearch.RG048,62.342,Governors Island
24866,104200,usearch.RG048,62.348,Governors Island
24867,104300,usearch.RG048,62.352,Governors Island
24868,104400,usearch.RG048,62.356,Governors Island
24869,104500,usearch.RG048,62.364,Governors Island
24870,104600,usearch.RG048,62.366,Governors Island
24871,104700,usearch.RG048,62.373,Governors Island
24872,104800,usearch.RG048,62.375,Governors Island
24873,104900,usearch.RG048,62.38,Governors Island
24874,105000,usearch.RG048,62.386,Governors Island
24875,105100,usearch.RG048,62.393,Governors Island
24876,105200,usearch.RG048,62.397,Governors Island
24877,105300,usearch.RG048,62.398,Governors Island
24878,105400,usearch.RG048,62.402,Governors Island
24879,105500,usearch.RG048,62.404,Governors Island
24880,105600,usearch.RG048,62.409,Governors Island
24881,105700,usearch.RG048,62.412,Governors Island
24882,105800,usearch.RG048,62.418,Governors Island
24883,105900,usearch.RG048,62.423,Governors Island
24884,106000,usearch.RG048,62.424,Governors Island
24885,106022,usearch.RG048,62.424,Governors Island
24886,106100,usearch.RG048,62.427,Governors Island
24887,106200,usearch.RG048,62.429,Governors Island
24888,106300,usearch.RG048,62.432,Governors Island
24889,106400,usearch.RG048,62.436,Governors Island
24890,106500,usearch.RG048,62.442,Governors Island
24891,106600,usearch.RG048,62.445,Governors Island
24892,106700,usearch.RG048,62.45,Governors Island
24893,106800,usearch.RG048,62.455,Governors Island
24894,106900,usearch.RG048,62.458,Governors Island
24895,107000,usearch.RG048,62.464,Governors Island
24896,107100,usearch.RG048,62.473,Governors Island
24897,107200,usearch.RG048,62.477,Governors Island
24898,107300,usearch.RG048,62.482,Governors Island
24899,107400,usearch.RG048,62.486,Governors Island
24900,107500,usearch.RG048,62.492,Governors Island
24901,107600,usearch.RG048,62.498,Governors Island
24902,107700,usearch.RG048,62.506,Governors Island
24903,107800,usearch.RG048,62.512,Governors Island
24904,107900,usearch.RG048,62.513,Governors Island
24905,108000,usearch.RG048,62.516,Governors Island
24906,108100,usearch.RG048,62.521,Governors Island
24907,108200,usearch.RG048,62.525,Governors Island
24908,108300,usearch.RG048,62.527,Governors Island
24909,108400,usearch.RG048,62.535,Governors Island
24910,108500,usearch.RG048,62.538,Governors Island
24911,108600,usearch.RG048,62.544,Governors Island
24912,108700,usearch.RG048,62.545,Governors Island
24913,108800,usearch.RG048,62.549,Governors Island
24914,108900,usearch.RG048,62.553,Governors Island
24915,109000,usearch.RG048,62.554,Governors Island
24916,109100,usearch.RG048,62.556,Governors Island
24917,109200,usearch.RG048,62.566,Governors Island
24918,109300,usearch.RG048,62.568,Governors Island
24919,109400,usearch.RG048,62.571,Governors Island
24920,109500,usearch.RG048,62.574,Governors Island
24921,109600,usearch.RG048,62.577,Governors Island
24922,109700,usearch.RG048,62.581,Governors Island
24923,109800,usearch.RG048,62.584,Governors Island
24924,109900,usearch.RG048,62.588,Governors Island
24925,110000,usearch.RG048,62.589,Governors Island
24926,110100,usearch.RG048,62.591,Governors Island
24927,110200,usearch.RG048,62.595,Governors Island
24928,110300,usearch.RG048,62.596,Governors Island
24929,110400,usearch.RG048,62.601,Governors Island
24930,110500,usearch.RG048,62.606,Governors Island
24931,110600,usearch.RG048,62.61,Governors Island
24932,110700,usearch.RG048,62.614,Governors Island
24933,110800,usearch.RG048,62.617,Governors Island
24934,110900,usearch.RG048,62.621,Governors Island
24935,111000,usearch.RG048,62.622,Governors Island
24936,111100,usearch.RG048,62.626,Governors Island
24937,111200,usearch.RG048,62.628,Governors Island
24938,111300,usearch.RG048,62.635,Governors Island
24939,111400,usearch.RG048,62.637,Governors Island
24940,111500,usearch.RG048,62.645,Governors Island
24941,111600,usearch.RG048,62.648,Governors Island
24942,111700,usearch.RG048,62.652,Governors Island
24943,111800,usearch.RG048,62.654,Governors Island
24944,111900,usearch.RG048,62.658,Governors Island
24945,112000,usearch.RG048,62.663,Governors Island
24946,112100,usearch.RG048,62.664,Governors Island
24947,112200,usearch.RG048,62.668,Governors Island
24948,112300,usearch.RG048,62.672,Governors Island
24949,112400,usearch.RG048,62.68,Governors Island
24950,112500,usearch.RG048,62.681,Governors Island
24951,112600,usearch.RG048,62.687,Governors Island
24952,112700,usearch.RG048,62.689,Governors Island
24953,112800,usearch.RG048,62.693,Governors Island
24954,112900,usearch.RG048,62.697,Governors Island
24955,113000,usearch.RG048,62.698,Governors Island
24956,113100,usearch.RG048,62.702,Governors Island
24957,113200,usearch.RG048,62.706,Governors Island
24958,113300,usearch.RG048,62.709,Governors Island
24959,113400,usearch.RG048,62.711,Governors Island
24960,113500,usearch.RG048,62.711,Governors Island
24961,113600,usearch.RG048,62.716,Governors Island
24962,113623,usearch.RG048,62.716,Governors Island
24963,113700,usearch.RG048,62.72,Governors Island
24964,113800,usearch.RG048,62.724,Governors Island
24965,113900,usearch.RG048,62.727,Governors Island
24966,114000,usearch.RG048,62.73,Governors Island
24967,114100,usearch.RG048,62.735,Governors Island
24968,114200,usearch.RG048,62.736,Governors Island
24969,114300,usearch.RG048,62.745,Governors Island
24970,114400,usearch.RG048,62.749,Governors Island
24971,114500,usearch.RG048,62.757,Governors Island
24972,114600,usearch.RG048,62.762,Governors Island
24973,114700,usearch.RG048,62.766,Governors Island
24974,114800,usearch.RG048,62.77,Governors Island
24975,114900,usearch.RG048,62.775,Governors Island
24976,115000,usearch.RG048,62.777,Governors Island
24977,115100,usearch.RG048,62.784,Governors Island
24978,115200,usearch.RG048,62.788,Governors Island
24979,115300,usearch.RG048,62.792,Governors Island
24980,115400,usearch.RG048,62.792,Governors Island
24981,115500,usearch.RG048,62.794,Governors Island
24982,115600,usearch.RG048,62.797,Governors Island
24983,115700,usearch.RG048,62.8,Governors Island
24984,115800,usearch.RG048,62.806,Governors Island
24985,115900,usearch.RG048,62.809,Governors Island
24986,116000,usearch.RG048,62.812,Governors Island
24987,116100,usearch.RG048,62.816,Governors Island
24988,116200,usearch.RG048,62.823,Governors Island
24989,116300,usearch.RG048,62.83,Governors Island
24990,116400,usearch.RG048,62.838,Governors Island
24991,116500,usearch.RG048,62.842,Governors Island
24992,116600,usearch.RG048,62.843,Governors Island
24993,116700,usearch.RG048,62.843,Governors Island
24994,116800,usearch.RG048,62.851,Governors Island
24995,116900,usearch.RG048,62.857,Governors Island
24996,117000,usearch.RG048,62.861,Governors Island
24997,117100,usearch.RG048,62.867,Governors Island
24998,117200,usearch.RG048,62.869,Governors Island
24999,117300,usearch.RG048,62.871,Governors Island
25000,117400,usearch.RG048,62.876,Governors Island
25001,117500,usearch.RG048,62.878,Governors Island
25002,117600,usearch.RG048,62.883,Governors Island
25003,117700,usearch.RG048,62.887,Governors Island
25004,117800,usearch.RG048,62.893,Governors Island
25005,117900,usearch.RG048,62.897,Governors Island
25006,118000,usearch.RG048,62.897,Governors Island
25007,118100,usearch.RG048,62.899,Governors Island
25008,118200,usearch.RG048,62.901,Governors Island
25009,118300,usearch.RG048,62.907,Governors Island
25010,118400,usearch.RG048,62.911,Governors Island
25011,118500,usearch.RG048,62.916,Governors Island
25012,118600,usearch.RG048,62.919,Governors Island
25013,118700,usearch.RG048,62.922,Governors Island
25014,118800,usearch.RG048,62.925,Governors Island
25015,118900,usearch.RG048,62.931,Governors Island
25016,119000,usearch.RG048,62.936,Governors Island
25017,119100,usearch.RG048,62.94,Governors Island
25018,119200,usearch.RG048,62.946,Governors Island
25019,119300,usearch.RG048,62.947,Governors Island
25020,119400,usearch.RG048,62.952,Governors Island
25021,119500,usearch.RG048,62.956,Governors Island
25022,119600,usearch.RG048,62.961,Governors Island
25023,119700,usearch.RG048,62.964,Governors Island
25024,119800,usearch.RG048,62.969,Governors Island
25025,119900,usearch.RG048,62.971,Governors Island
25026,120000,usearch.RG048,62.975,Governors Island
25027,120100,usearch.RG048,62.978,Governors Island
25028,120200,usearch.RG048,62.982,Governors Island
25029,120300,usearch.RG048,62.991,Governors Island
25030,120400,usearch.RG048,62.997,Governors Island
25031,120500,usearch.RG048,62.997,Governors Island
25032,120600,usearch.RG048,62.999,Governors Island
25033,120700,usearch.RG048,62.999,Governors Island
25034,120757,usearch.RG048,63,Governors Island
25035,120800,usearch.RG048,NA,Governors Island
25036,120900,usearch.RG048,NA,Governors Island
25037,121000,usearch.RG048,NA,Governors Island
25038,121100,usearch.RG048,NA,Governors Island
25039,121200,usearch.RG048,NA,Governors Island
25040,121300,usearch.RG048,NA,Governors Island
25041,121400,usearch.RG048,NA,Governors Island
25042,121500,usearch.RG048,NA,Governors Island
25043,121600,usearch.RG048,NA,Governors Island
25044,121700,usearch.RG048,NA,Governors Island
25045,121800,usearch.RG048,NA,Governors Island
25046,121900,usearch.RG048,NA,Governors Island
25047,122000,usearch.RG048,NA,Governors Island
25048,122100,usearch.RG048,NA,Governors Island
25049,122200,usearch.RG048,NA,Governors Island
25050,122300,usearch.RG048,NA,Governors Island
25051,122400,usearch.RG048,NA,Governors Island
25052,122500,usearch.RG048,NA,Governors Island
25053,122600,usearch.RG048,NA,Governors Island
25054,122700,usearch.RG048,NA,Governors Island
25055,122800,usearch.RG048,NA,Governors Island
25056,122900,usearch.RG048,NA,Governors Island
25057,123000,usearch.RG048,NA,Governors Island
25058,123100,usearch.RG048,NA,Governors Island
25059,123200,usearch.RG048,NA,Governors Island
25060,123300,usearch.RG048,NA,Governors Island
25061,123400,usearch.RG048,NA,Governors Island
25062,123500,usearch.RG048,NA,Governors Island
25063,123600,usearch.RG048,NA,Governors Island
25064,123700,usearch.RG048,NA,Governors Island
25065,123800,usearch.RG048,NA,Governors Island
25066,123900,usearch.RG048,NA,Governors Island
25067,124000,usearch.RG048,NA,Governors Island
25068,124100,usearch.RG048,NA,Governors Island
25069,124200,usearch.RG048,NA,Governors Island
25070,124248,usearch.RG048,NA,Governors Island
25071,124300,usearch.RG048,NA,Governors Island
25072,124400,usearch.RG048,NA,Governors Island
25073,124500,usearch.RG048,NA,Governors Island
25074,124600,usearch.RG048,NA,Governors Island
25075,124700,usearch.RG048,NA,Governors Island
25076,124800,usearch.RG048,NA,Governors Island
25077,124900,usearch.RG048,NA,Governors Island
25078,125000,usearch.RG048,NA,Governors Island
25079,125100,usearch.RG048,NA,Governors Island
25080,125200,usearch.RG048,NA,Governors Island
25081,125300,usearch.RG048,NA,Governors Island
25082,125400,usearch.RG048,NA,Governors Island
25083,125500,usearch.RG048,NA,Governors Island
25084,125600,usearch.RG048,NA,Governors Island
25085,125700,usearch.RG048,NA,Governors Island
25086,125800,usearch.RG048,NA,Governors Island
25087,125900,usearch.RG048,NA,Governors Island
25088,126000,usearch.RG048,NA,Governors Island
25089,126100,usearch.RG048,NA,Governors Island
25090,126200,usearch.RG048,NA,Governors Island
25091,126300,usearch.RG048,NA,Governors Island
25092,126400,usearch.RG048,NA,Governors Island
25093,126500,usearch.RG048,NA,Governors Island
25094,126600,usearch.RG048,NA,Governors Island
25095,126700,usearch.RG048,NA,Governors Island
25096,126800,usearch.RG048,NA,Governors Island
25097,126900,usearch.RG048,NA,Governors Island
25098,127000,usearch.RG048,NA,Governors Island
25099,127100,usearch.RG048,NA,Governors Island
25100,127200,usearch.RG048,NA,Governors Island
25101,127300,usearch.RG048,NA,Governors Island
25102,127400,usearch.RG048,NA,Governors Island
25103,127500,usearch.RG048,NA,Governors Island
25104,127600,usearch.RG048,NA,Governors Island
25105,127700,usearch.RG048,NA,Governors Island
25106,127800,usearch.RG048,NA,Governors Island
25107,127900,usearch.RG048,NA,Governors Island
25108,128000,usearch.RG048,NA,Governors Island
25109,128100,usearch.RG048,NA,Governors Island
25110,128200,usearch.RG048,NA,Governors Island
25111,128300,usearch.RG048,NA,Governors Island
25112,128400,usearch.RG048,NA,Governors Island
25113,128500,usearch.RG048,NA,Governors Island
25114,128600,usearch.RG048,NA,Governors Island
25115,128700,usearch.RG048,NA,Governors Island
25116,128800,usearch.RG048,NA,Governors Island
25117,128900,usearch.RG048,NA,Governors Island
25118,129000,usearch.RG048,NA,Governors Island
25119,129100,usearch.RG048,NA,Governors Island
25120,129200,usearch.RG048,NA,Governors Island
25121,129300,usearch.RG048,NA,Governors Island
25122,129400,usearch.RG048,NA,Governors Island
25123,129500,usearch.RG048,NA,Governors Island
25124,129600,usearch.RG048,NA,Governors Island
25125,129700,usearch.RG048,NA,Governors Island
25126,129800,usearch.RG048,NA,Governors Island
25127,129900,usearch.RG048,NA,Governors Island
25128,130000,usearch.RG048,NA,Governors Island
25129,130100,usearch.RG048,NA,Governors Island
25130,130200,usearch.RG048,NA,Governors Island
25131,130300,usearch.RG048,NA,Governors Island
25132,130400,usearch.RG048,NA,Governors Island
25133,130500,usearch.RG048,NA,Governors Island
25134,130600,usearch.RG048,NA,Governors Island
25135,130700,usearch.RG048,NA,Governors Island
25136,130800,usearch.RG048,NA,Governors Island
25137,130900,usearch.RG048,NA,Governors Island
25138,131000,usearch.RG048,NA,Governors Island
25139,131100,usearch.RG048,NA,Governors Island
